section,row,Line,SERP,TREE,ID notes,Use this tree,site,acc,tree num,week 1,week 2,week 3,week 4,Week 5,Week 6,Week 7,week 8,week 9,week 10,Notes,day
Ch-N,D,20,20,FHL-212-16,,FHL-212-16,FHL,212,16,,,,0,0,,,,5,,,Monday
Ch-N,D,21,21,FHL-213-10,,FHL-213-10,FHL,213,10,,,,0,0,,,,5,,,Monday
Ch-N,D,22,22,CRE-176-4,,CRE-176-4,CRE,176,4,,,,0,2,,,,5,,,Monday
Ch-N,D,23,23,CRE-175-11,,CRE-175-11,CRE,175,11,,,,0,0,,,,5,,,Monday
Ch-N,D,24,24,TIN-621-5,,TIN-621-5,TIN,621,5,,,,0,0,,,,5,,,Monday
Ch-N,D,25,25,TIN-618-12,,TIN-618-12,TIN,618,12,,,,0,0,,,,5,,,Monday
Ch-N,D,26,26,LYN-333-9,,LYN-333-9,LYN,333,9,,,,1,3,,,,5,,,Monday
Ch-N,D,27,27,LYN-334-5,,LYN-334-5,LYN,334,5,,,,0,0,,,,5,,,Monday
Ch-N,D,28,28,WOO-657-5,,WOO-657-5,WOO,657,5,,,,0,2,,,,5,,,Monday
Ch-N,D,29,29,WOO-662-10,,WOO-662-10,WOO,662,10,,,,0,0,,,,5,,,Monday
Ch-N,D,30,30,OAK-469-13,,OAK-469-13,OAK,469,13,,,,0,0,,,,5,,,Monday
Ch-N,D,31,31,FOL-198-5,232-05,FOL-198-5,FOL,198,5,,,,0,0,,,,5,,,Monday
Ch-N,D,32,32,FOL-203-11,,FOL-203-11,FOL,203,11,,,,0,0,,,,5,,,Monday
Ch-N,D,33,33,WLT-652-10,,WLT-652-10,WLT,652,10,,,,0,0,,,,5,,,Monday
Ch-N,D,34,34,WLT-651-9,,WLT-651-9,WLT,651,9,,,,0,0,,,,5,,,Monday
Ch-N,D,35,35,PEN-498-4,,PEN-498-4,PEN,498,4,,,,0,0,,,,5,,,Monday
Ch-N,D,36,36,PEN-497-7,,PEN-497-7,PEN,497,7,,,,0,0,,,,5,,,Monday
Ch-N,D,37,37,CTW-150-7,,CTW-150-7,CTW,150,7,,,,0,,,,,5,,,Monday
Ch-N,D,38,38,CTW-156-4,,CTW-156-4,CTW,156,4,,,,0,2,,,,5,,,Monday
Ch-N,D,39,39,NAP-436-4,,NAP-436-4,NAP,436,4,,,,0,0,,,,5,,,Monday
Ch-N,D,40,40,IVA-283-1,reverse,IVA-283-1,IVA,283,1,,,,2,3,,,,5,,,Monday
Ch-N,D,41,41,IVA-282-1,,IVA-282-1,IVA,282,1,,,,2,3,,,,5,,,Monday
Ch-N,D,42,42,OKG-457-2,,OKG-457-2,OKG,457,2,,,,0,3,,,,5,,,Monday
Ch-N,D,43,43,OKG-459-3,,OKG-459-3,OKG,459,3,,,,2,3,,,,5,,,Monday
Ch-N,D,44,44,SUG-596-9,,SUG-596-9,SUG,596,9,,,,0,0,,,,5,,,Monday
Ch-N,D,45,45,SUG-594-1,,SUG-594-1,SUG,594,1,,,,0,0,,,,5,,,Monday
Ch-N,D,46,46,MRD-380-5,,MRD-380-5,MRD,380,5,,,,0,0,,,,5,,,Monday
Ch-N,D,47,47,MRD-382-10,,MRD-382-10,MRD,382,10,,,,0,1,,,,5,,,Monday
Ch-N,D,48,48,HAMm-431-3,,HAMm-431-3,HAMm,431,3,,,,0,0,,,,5,,,Monday
Ch-N,D,49,49,WR-639-3,,WR-639-3,WR,639,3,,,,,,,,,5,,,Monday
Ch-N,D,50,50,WR-637-12,,WR-637-12,WR,637,12,,,,,3,,,,5,,,Monday
Ch-N,D,51,51,WR-642-10,,WR-642-10,WR,642,10,,,,0,,,,,5,,,Monday
Ch-N,D,52,52,WR-641-3,,WR-641-3,WR,641,3,,,,,,,,,5,,,Monday
Ch-N,D,53,53,BORDER,213-02,213-02,,213,2,,,,0,0,,,,5,,,Monday
Ch-N,E,53,1,BORDER,217-11,217-11,,217,11,,,,0,0,,,,5,,,Monday
Ch-N,E,52,2,WR-644-10,,WR-644-10,WR,644,10,,,,0,0,,,,5,,,Monday
Ch-N,E,51,3,WR-638-7,,WR-638-7,WR,638,7,,,,0,1,,,,5,,,Monday
Ch-N,E,50,4,WR-643-11,,WR-643-11,WR,643,11,,,,0,,,,,5,,,Monday
Ch-N,E,49,5,WR-640-5,,WR-640-5,WR,640,5,,,,0,0,,,,5,,,Monday
Ch-N,E,48,6,HAMm-429-6,,HAMm-429-6,HAMm,429,6,,,,2,3,,,,5,,,Monday
Ch-N,E,47,7,MRD-383-15,,MRD-383-15,MRD,383,15,,,,3,3,,,,5,,,Monday
Ch-N,E,46,8,DRY-188-9,,DRY-188-9,DRY,188,9,,,,0,2,,,,5,,,Monday
Ch-N,E,45,9,DRY-186-1,,DRY-186-1,DRY,186,1,,,,0,3,,,,5,,,Monday
Ch-N,E,44,10,DRY-189-12,,DRY-189-12,DRY,189,12,,,,0,0,,,,5,,,Monday
Ch-N,E,43,11,DRY-187-10,,DRY-187-10,DRY,187,10,,,,0,2,,,,5,,,Monday
Ch-N,E,42,12,OKG-460-5,,OKG-460-5,OKG,460,5,,,,0,1,,,,5,,,Monday
Ch-N,E,41,13,IVA-284-3,,IVA-284-3,IVA,284,3,,,,2,2,,,,5,,,Monday
Ch-N,E,40,14,IVA-286-5,,IVA-286-5,IVA,286,5,,,,0,3,,,,5,,,Monday
Ch-N,E,39,15,NAP-434-7,,NAP-434-7,NAP,434,7,,,,0,0,,,,5,,,Monday
Ch-N,E,38,16,CTW-153-1,,CTW-153-1,CTW,153,1,,,,0,0,,,,5,,,Monday
Ch-N,E,37,17,CTW-154-5,,CTW-154-5,CTW,154,5,,,,0,0,,,,5,,,Monday
Ch-N,E,36,18,PEN-492-16,,PEN-492-16,PEN,492,16,,,,0,0,,,,5,,,Monday
Ch-N,E,35,19,PEN-499-4,,PEN-499-4,PEN,499,4,,,,0,0,,,,5,,,Monday
Ch-N,E,34,20,162-12,162-12,162-12,162,12,,,,,0,0,,,,5,,,Monday
Ch-N,E,33,21,WLT-656-4,,WLT-656-4,WLT,656,4,,,,0,0,,,,5,,,Monday
Ch-N,E,32,22,FOL-201-12,,FOL-201-12,FOL,201,12,,,,0,1,,,,5,,,Monday
Ch-N,E,31,23,FOL-200-5,,FOL-200-5,FOL,200,5,,,,1,3,,,,5,,,Monday
Ch-N,E,30,24,OAK-470-14,,OAK-470-14,OAK,470,14,,,,0,0,,,,5,,,Monday
Ch-N,E,29,25,WOO-663-2,,WOO-663-2,WOO,663,2,,,,0,0,,,,5,,,Monday
Ch-N,E,28,26,WOO-658-4,,WOO-658-4,WOO,658,4,,,,1,4,,,,5,,,Monday
Ch-N,E,27,27,LYN-327-9,,LYN-327-9,LYN,327,9,,,,0,3,,,,5,,,Monday
Ch-N,E,26,28,LYN-332-6,,LYN-332-6,LYN,332,6,,,,0,0,,,,5,,,Monday
Ch-N,E,25,29,MAD-337-13,,MAD-337-13,MAD,337,13,,,,0,0,,,,5,,,Monday
Ch-N,E,24,30,ONE-465-2,,ONE-465-2,ONE,465,2,,,,0,0,,,,5,,,Monday
Ch-N,E,23,31,ONE-466-8,,ONE-466-8,ONE,466,8,,,,0,2,,,,5,,,Monday
Ch-N,E,22,32,ONE-468-2,,ONE-468-2,ONE,468,2,,,,0,2,,,,5,,,Monday
Ch-N,E,21,33,FHL-208-6,,FHL-208-6,FHL,208,6,,,,0,1,,,,5,,,Monday
Ch-N,E,20,34,FHL-211-4,,FHL-211-4,FHL,211,4,,,,1,2,,,,5,,,Monday
Ch-N,E,19,35,MDT-397-3,,MDT-397-3,MDT,397,3,,,,2,3,,,,5,,,Monday
Ch-N,E,18,36,MDT-392-3,,MDT-392-3,MDT,392,3,,,,0,0,,,,5,,,Monday
Ch-N,E,17,37,PO-53-7,,PO-53-7,PO,53,7,,,,2,3,,,,5,,,Monday
Ch-N,E,16,38,PO-49-13,,PO-49-13,PO,49,13,,,,0,2,,,,5,,,Monday
Ch-N,E,15,39,PLA-514-12,,PLA-514-12,PLA,514,12,,,,0,3,,,,5,,,Monday
Ch-N,E,14,40,BER-24-4,,BER-24-4,BER,24,4,,,,0,0,,,,5,,,Monday
Ch-N,E,13,41,BER-26-15,,BER-26-15,BER,26,15,,,,0,0,,,,5,,,Monday
Ch-N,E,12,42,HH-276-2,,HH-276-2,HH,276,2,,,,0,0,,,,5,,,Monday
Ch-N,E,11,43,,81-01,81-01,,81,1,,,,0,0,,,,5,,,Monday
Ch-N,E,10,44,RO-538-5,,RO-538-5,RO,538,5,,,,0,0,,,,5,,,Monday
Ch-N,E,9,45,MC-350-16,,MC-350-16,MC,350,16,,,,0,0,,,,5,,,Monday
Ch-N,E,8,46,MC-347-5,,MC-347-5,MC,347,5,,,,0,0,,,,5,,,Monday
Ch-N,E,7,47,,80-10,80-10,80,10,,,,,0,1,,,,5,,,Monday
Ch-N,E,6,48,HUA-279-9,,HUA-279-9,HUA,279,9,,,,0,3,,,,5,,,Monday
Ch-N,E,5,49,OJAI-462-11,,OJAI-462-11,OJAI,462,11,,,,0,0,,,,5,,,Monday
Ch-N,E,4,50,KAW-310-14,,KAW-310-14,KAW,310,14,,,,0,0,,,,5,,,Monday
Ch-N,E,3,51,DUN-192-8,,DUN-192-8,DUN,192,8,,,,0,3,,,,5,,,Monday
Ch-N,E,2,52,DUN-193-12,,DUN-193-12,DUN,193,12,,,,0,0,,,,5,,,Monday
Ch-N,E,1,53,BORDER,,,,,,,,,,,,,,5,,,Monday
Ch-N,F,1,1,BORDER,75-03,75-03,,75,3,,,,0,0,,,,5,,,Monday
Ch-N,F,2,2,GRV-231-4,,GRV-231-4,GRV,231,4,,,,0,0,,,,5,,,Monday
Ch-N,F,3,3,GRV-234-7,,GRV-234-7,GRV,234,7,,,,0,0,,,,5,,,Monday
Ch-N,F,4,4,NIC-446-2,,NIC-446-2,NIC,446,2,,,,0,0,,,,5,,,Monday
Ch-N,F,5,5,NIC-441-10,,NIC-441-10,NIC,441,10,,,,0,0,,,,5,,,Monday
Ch-N,F,6,6,HUA-278-7,,HUA-278-7,HUA,278,7,,,,3,3,,,,5,,,Monday
Ch-N,F,7,7,HUA-281-7,,HUA-281-7,HUA,281,7,,,,0,0,,,,5,,,Monday
Ch-N,F,8,8,MAR-356-11,,MAR-356-11,MAR,356,11,,,,0,4,,,,5,,,Monday
Ch-N,F,9,9,MAR-352-9,,MAR-352-9,MAR,352,9,,,,0,0,,,,5,,,Monday
Ch-N,F,10,10,CR15-124-4,,CR15-124-4,CR15,124,4,,,,0,0,,,,5,,,Monday
Ch-N,F,11,11,CR15-126-5,,CR15-126-5,CR15,126,5,,,,0,0,,,,5,,,Monday
Ch-N,F,12,12,ISL-298-9,,ISL-298-9,ISL,298,9,,,,0,0,,,,5,,,Monday
Ch-N,F,13,13,BER-25-11,,BER-25-11,BER,25,11,,,,0,0,,,,5,,,Monday
Ch-N,F,14,14,BER-23-4,,BER-23-4,BER,23,4,,,,0,0,,,,5,,,Monday
Ch-N,F,15,15,PRI-515-6,,PRI-515-6,PRI,515,6,,,,0,0,,,,5,,,Monday
Ch-N,F,16,16,SUN-607-8,,SUN-607-8,SUN,607,8,,,,4,4,,,,5,,,Monday
Ch-N,F,17,17,SUN-600-4,,SUN-600-4,SUN,600,4,,,,0,0,,,,5,,,Monday
Ch-N,F,18,18,UKI-623-3,,UKI-623-3,UKI,623,3,,,,0,3,,,,5,,,Monday
Ch-N,F,19,19,UKI-624-4,,UKI-624-4,UKI,624,4,,,,0,3,,,,5,,,Monday
Ch-N,F,20,20,,88-04,88-04,,88,4,,,,0,3,,,,5,,,Monday
Ch-N,F,21,21,,206-16,206-16,,206,16,,,,0,0,,,,5,,,Monday
Ch-N,F,22,22,SON-580-15,,SON-580-15,SON,580,15,,,,0,0,,,,5,,,Monday
Ch-N,F,23,23,SON-584-5,,SON-584-5,SON,584,5,,,,0,1,,,,5,,,Monday
Ch-N,F,24,24,MAD-342-12,,MAD-342-12,MAD,342,12,,,,0,1,,,,5,,,Monday
Ch-N,F,25,25,MAD-336-4,,MAD-336-4,MAD,336,4,,,,0,0,,,,5,,,Monday
Ch-N,F,26,26,BEL-29-14,,BEL-29-14,BEL,29,14,,,,0,0,,,,5,,,Monday
Ch-N,F,27,27,BEL-31-14,,BEL-31-14,BEL,31,14,,,,0,0,,,,5,,,Monday
Ch-N,F,28,28,CVD-98-8,,CVD-98-8,CVD,98,8,,,,0,2,,,,5,,,Monday
Ch-N,F,29,29,CVD-104-13,,CVD-104-13,CVD,104,13,,,,1,3,,,,5,,,Monday
Ch-N,F,30,30,CR17-127-6,,CR17-127-6,CR17,127,6,,,,0,0,,,,5,,,Monday
Ch-N,F,31,31,CR17-129-14,,CR17-129-14,CR17,129,14,,,,0,0,,,,5,,,Monday
Ch-N,F,32,32,CD16-169-4,,CD16-169-4,CD16,169,4,,,,0,0,,,,5,,,Monday
Ch-N,F,33,33,CD16-165-9,,CD16-165-9,CD16,165,9,,,,0,0,,,,5,,,Monday
Ch-N,F,34,34,JAS-305-14,,JAS-305-14,JAS,305,14,,,,0,0,,,,5,,,Monday
Ch-N,F,35,35,JAS-309-6,,JAS-309-6,JAS,309,6,,,,0,0,,,,5,,,Monday
Ch-N,F,36,36,MCL-367-8,,MCL-367-8,MCL,367,8,,,,0,2,,,,5,,,Monday
Ch-N,F,37,37,MCL-362-8,,MCL-362-8,MCL,362,8,,,,0,0,,,,5,,,Monday
Ch-N,F,38,38,PIN-507-9,,PIN-507-9,PIN,507,9,,,,0,3,,,,5,,,Monday
Ch-N,F,39,39,PIN-503-4,,PIN-503-4,PIN,503,4,,,,1,3,,,,5,,,Monday
Ch-N,F,40,40,CAS-57-2,,CAS-57-2,CAS,57,2,,,,0,0,,,,5,,,Monday
Ch-N,F,41,41,CAS-62-2,,CAS-62-2,CAS,62,2,,,,0,0,,,,5,,,Monday
Ch-N,F,42,42,MOD-403-8,,MOD-403-8,MOD,403,8,,,,0,0,,,,5,,,Monday
Ch-N,F,43,43,MOD-401-3,,MOD-401-3,MOD,401,3,,,,3,4,,,,5,,,Monday
Ch-N,F,44,44,CLO-94-4,,CLO-94-4,CLO,94,4,,,,0,0,,,,5,,,Monday
Ch-N,F,45,45,CLO-93-14,,CLO-93-14,CLO,93,14,,,,0,0,,,,5,,,Monday
Ch-N,F,46,46,CHE-74-10,,CHE-74-10,CHE,74,10,,,,0,0,,,,5,,,Monday
Ch-N,F,47,47,CHE-71-4,,CHE-71-4,CHE,71,4,,,,0,3,,,,5,,,Monday
Ch-N,F,48,48,CHE-76-7,,CHE-76-7,CHE,76,7,,,,0,0,,,,5,,,Monday
Ch-N,F,49,49,KIN-316-2,,KIN-316-2,KIN,316,2,,,,1,3,,,,5,,,Monday
Ch-N,F,50,50,KIN-318-3,,KIN-318-3,KIN,318,3,,,,,,,,,5,,,Monday
Ch-N,F,51,51,KIN-317-6,,KIN-317-6,KIN,317,6,,,,0,0,,,,5,,,Monday
Ch-N,F,52,52,KIN-318-2,,KIN-318-2,KIN,318,2,,,,0,0,,,,5,,,Monday
Ch-N,F,53,53,BORDER,215-14,215-14,,215,14,,,,,2,,,,5,,,Monday
Ch-N,G,53,1,BORDER,68-06,68-06,,68,6,,,,0,2,,,,5,,,Monday
Ch-N,G,52,2,KIN-316-14,,KIN-316-14,KIN,316,14,,,,0,0,,,,5,,,Monday
Ch-N,G,51,3,MAR-358-4,,MAR-358-4,MAR,358,4,,,,0,0,,,,5,,,Monday
Ch-N,G,50,4,MAR-357-13,,MAR-357-13,MAR,357,13,,,,0,0,,,,5,,,Monday
Ch-N,G,49,5,MAR-352-13,,MAR-352-13,MAR,352,13,,,,0,0,,,,5,,,Monday
Ch-N,G,48,6,HV-263-5,,HV-263-5,HV,263,5,,,,0,0,,,,5,,,Monday
Ch-N,G,47,7,CHE-73-1,,CHE-73-1,CHE,73,1,,,,0,0,,,,5,,,Monday
Ch-N,G,46,8,CHE-75-15,,CHE-75-15,CHE,75,15,,,,0,0,,,,5,,,Monday
Ch-N,G,45,9,CLO-96-15,,CLO-96-15,CLO,96,15,,,,0,3,,,,5,,,Monday
Ch-N,G,44,10,CLO-95-13,,CLO-95-13,CLO,95,13,,,,0,0,,,,5,,,Monday
Ch-N,G,43,11,MOD-404-2,,MOD-404-2,MOD,404,2,,,,0,0,,,,5,,,Monday
Ch-N,G,42,12,MOD-402-10,,MOD-402-10,MOD,402,10,,,,0,3,,,,5,,,Monday
Ch-N,G,41,13,CAS-58-5,,CAS-58-5,CAS,58,5,,,,0,0,,,,5,,,Monday
Ch-N,G,40,14,CAS-55-14,,CAS-55-14,CAS,55,14,,,,0,0,,,,5,,,Monday
Ch-N,G,39,15,PIN-500-3,,PIN-500-3,PIN,500,3,,,,0,0,,,,5,,,Monday
Ch-N,G,38,16,PIN-504-15,,PIN-504-15,PIN,504,15,,,,0,0,,,,5,,,Monday
Ch-N,G,37,17,MCL-366-3,,MCL-366-3,MCL,366,3,,,,0,0,,,,5,,,Monday
Ch-N,G,36,18,MCL-364-5,,MCL-364-5,MCL,364,5,,,,0,0,,,,5,,,Monday
Ch-N,G,35,19,JAS-303-3,,JAS-303-3,JAS,303,3,,,,0,0,,,,5,,,Monday
Ch-N,G,34,20,JAS-306-8,,JAS-306-8,JAS,306,8,,,,0,0,,,,5,,,Monday
Ch-N,G,33,21,CD16-166-2,,CD16-166-2,CD16,166,2,,,,0,0,,,,5,,,Monday
Ch-N,G,32,22,CD16-171-3,,CD16-171-3,CD16,171,3,,,,0,0,,,,5,,,Monday
Ch-N,G,31,23,CR17-130-2,,CR17-130-2,CR17,130,2,,,,0,0,,,,5,,,Monday
Ch-N,G,30,24,CR17-131-1,,CR17-131-1,CR17,131,1,,,,0,0,,,,5,,,Monday
Ch-N,G,29,25,CVD-103-15,,CVD-103-15,CVD,103,15,,,,0,2,,,,5,,,Monday
Ch-N,G,28,26,CVD-102-1,,CVD-102-1,CVD,102,1,,,,0,2,,,,5,,,Monday
Ch-N,G,27,27,BEL-34-11,,BEL-34-11,BEL,34,11,,,,0,3,,,,5,,,Monday
Ch-N,G,26,28,BEL-27-9,,BEL-27-9,BEL,27,9,,,,0,0,,,,5,,,Monday
Ch-N,G,25,29,MAD-335-5,,MAD-335-5,MAD,335,5,,,,0,0,,,,5,,,Monday
Ch-N,G,24,30,MAD-339-13,,MAD-339-13,MAD,339,13,,,,0,0,,,,5,,,Monday
Ch-N,G,23,31,SON-579-4,,SON-579-4,SON,579,4,,,,0,2,,,,5,,,Monday
Ch-N,G,22,32,SON-578-7,,SON-578-7,SON,578,7,,,,1,3,,,,5,,,Monday
Ch-N,G,21,33,,205-10,205-10,,205,10,,,,0,0,,,,5,,,Monday
Ch-N,G,20,34,,missing,,,,,,,,0,0,,,,5,,,Monday
Ch-N,G,19,35,UKI-625-13,,UKI-625-13,UKI,625,13,,,,0,0,,,,5,,,Monday
Ch-N,G,18,36,UKI-627-6,,UKI-627-6,UKI,627,6,,,,0,3,,,,5,,,Monday
Ch-N,G,17,37,SUN-602-10,,SUN-602-10,SUN,602,10,,,,0,0,,,,5,,,Monday
Ch-N,G,16,38,SUN-604-9,,SUN-604-9,SUN,604,9,,,,0,0,,,,5,,,Monday
Ch-N,G,15,39,PRI-517-7,,PRI-517-7,PRI,517,7,,,,0,0,,,,5,,,Monday
Ch-N,G,14,40,PRI-521-14,,PRI-521-14,PRI,521,14,,,,0,1,,,,5,,,Monday
Ch-N,G,13,41,ISL-295-14,,ISL-295-14,ISL,295,14,,,,0,0,,,,5,,,Monday
Ch-N,G,12,42,ISL-294-5,,ISL-294-5,ISL,294,5,,,,0,2,,,,5,,,Monday
Ch-N,G,11,43,CR15-122-14,,CR15-122-14,CR15,122,14,,,,0,0,,,,5,,,Monday
Ch-N,G,10,44,CR15-123-5,,CR15-123-5,CR15,123,5,,,,0,0,,,,5,,,Monday
Ch-N,G,9,45,MAR-353-12,,MAR-353-12,MAR,353,12,,,,0,0,,,,5,,,Monday
Ch-N,G,8,46,MAR-357-3,,MAR-357-3,MAR,357,3,,,,3,3,,,,5,,,Monday
Ch-N,G,7,47,HUA-280-2,,HUA-280-2,HUA,280,2,,,,0,0,,,,5,,,Monday
Ch-N,G,6,48,HUA-277-13,,HUA-277-13,HUA,277,13,,,,0,0,,,,5,,,Monday
Ch-N,G,5,49,NIC-440-9,,NIC-440-9,NIC,440,9,,,,0,0,,,,5,,,Monday
Ch-N,G,4,50,NIC-444-12,,NIC-444-12,NIC,444,12,,,,0,0,,,,5,,,Monday
Ch-N,G,3,51,GRV-230-7,,GRV-230-7,GRV,230,7,,,,0,0,,,,5,,,Monday
Ch-N,G,2,52,GRV-233-15,,GRV-233-15,GRV,233,15,,,,0,0,,,,5,,,Monday
Ch-N,G,1,53,BORDER,70-05,70-05,,70,5,,,,0,2,,,,5,,,Monday
Ch-N,H,1,1,BORDER,42-14,42-14,,42,14,,,,0,0,,,,5,,,Monday
Ch-N,H,2,2,GRV-236-4,,GRV-236-4,GRV,236,4,,,,0,0,,,,5,,,Monday
Ch-N,H,3,3,GRV-235-5,,GRV-235-5,GRV,235,5,,,,0,0,,,,5,,,Monday
Ch-N,H,4,4,NIC-443-2,,NIC-443-2,NIC,443,2,,,,0,0,,,,5,,,Monday
Ch-N,H,5,5,NIC-445-3,,NIC-445-3,NIC,445,3,,,,0,2,,,,5,,,Monday
Ch-N,H,6,6,CHI-86-8,,CHI-86-8,CHI,86,8,,,,0,0,,,,5,,,Monday
Ch-N,H,7,7,CHI-91-2,,CHI-91-2,CHI,91,2,,,,0,1,,,,5,,,Monday
Ch-N,H,8,8,MAR-355-3,,MAR-355-3,MAR,355,3,,,,0,2,,,,5,,,Monday
Ch-N,H,9,9,MAR-358-7,,MAR-358-7,MAR,358,7,,,,0,3,,,,5,,,Monday
Ch-N,H,10,10,CR15-121-9,,CR15-121-9,CR15,121,9,,,,0,0,,,,5,,,Monday
Ch-N,H,11,11,CR15-125-9,,CR15-125-9,CR15,125,9,,,,0,0,,,,5,,,Monday
Ch-N,H,12,12,ISL-299-1,,ISL-299-1,ISL,299,1,,,,0,0,,,,5,,,Monday
Ch-N,H,13,13,ISL-296-7,,ISL-296-7,ISL,296,7,,,,0,0,,,,5,,,Monday
Ch-N,H,14,14,PRI-516-3,,PRI-516-3,PRI,516,3,,,,0,0,,,,5,,,Monday
Ch-N,H,15,15,PRI-519-3,,PRI-519-3,PRI,519,3,,,,0,0,,,,5,,,Monday
Ch-N,H,16,16,SUN-601-10,,SUN-601-10,SUN,601,10,,,,0,0,,,,5,,,Monday
Ch-N,H,17,17,SUN-603-8,,SUN-603-8,SUN,603,8,,,,0,0,,,,5,,,Monday
Ch-N,H,18,18,UKI-629-1,,UKI-629-1,UKI,629,1,,,,4,4,,,,5,,,Monday
Ch-N,H,19,19,UKI-626-7,,UKI-626-7,UKI,626,7,,,,0,0,,,,5,,,Monday
Ch-N,H,20,20,,89-08,89-08,,89,8,,,,0,2,,,,5,,,Monday
Ch-N,H,21,21,,90-11,90-11,,90,11,,,,0,0,,,,5,,,Monday
Ch-N,H,22,22,SON-581-3,,SON-581-3,SON,581,3,,,,0,2,,,,5,,,Monday
Ch-N,H,23,23,SON-582-5,,SON-582-5,SON,582,5,,,,0,0,,,,5,,,Monday
Ch-N,H,24,24,MAD-338-1,,MAD-338-1,MAD,338,1,,,,0,0,,,,5,,,Monday
Ch-N,H,25,25,MAD-341-3,,MAD-341-3,MAD,341,3,,,,0,2,,,,5,,,Monday
Ch-N,H,26,26,BEL-32-3,,BEL-32-3,BEL,32,3,,,,3,4,,,,5,,,Monday
Ch-N,H,27,27,BEL-30-11,,BEL-30-11,BEL,30,11,,,,0,3,,,,5,,,Monday
Ch-N,H,28,28,CVD-99-12,,CVD-99-12,CVD,99,12,,,,0,1,,,,5,,,Monday
Ch-N,H,29,29,CVD-100-2,,CVD-100-2,CVD,100,2,,,,0,0,,,,5,,,Monday
Ch-N,H,30,30,CR17-128-4,,CR17-128-4,CR17,128,4,,,,0,0,,,,5,,,Monday
Ch-N,H,31,31,228-16,228-16,228-16,228,16,,,,,0,1,,,,5,,,Monday
Ch-N,H,32,32,CD16-168-7,,CD16-168-7,CD16,168,7,,,,0,0,,,,5,,,Monday
Ch-N,H,33,33,CD16-167-12,,CD16-167-12,CD16,167,12,,,,0,0,,,,5,,,Monday
Ch-N,H,34,34,JAS-308-8,,JAS-308-8,JAS,308,8,,,,0,0,,,,5,,,Monday
Ch-N,H,35,35,JAS-307-6,,JAS-307-6,JAS,307,6,,,,0,0,,,,5,,,Monday
Ch-N,H,36,36,MCL-363-3,,MCL-363-3,MCL,363,3,,,,0,0,,,,5,,,Monday
Ch-N,H,37,37,MCL-365-12,,MCL-365-12,MCL,365,12,,,,0,0,,,,5,,,Monday
Ch-N,H,38,38,PIN-502-13,,PIN-502-13,PIN,502,13,,,,0,0,,,,5,,,Monday
Ch-N,H,39,39,PIN-505-9,,PIN-505-9,PIN,505,9,,,,0,0,,,,5,,,Monday
Ch-N,H,40,40,CAS-59-8,,CAS-59-8,CAS,59,8,,,,0,0,,,,5,,,Monday
Ch-N,H,41,41,CAS-61-10,,CAS-61-10,CAS,61,10,,,,0,0,,,,5,,,Monday
Ch-N,H,42,42,MOD-406-2,,MOD-406-2,MOD,406,2,,,,0,0,,,,5,,,Monday
Ch-N,H,43,43,MOD-405-7,,MOD-405-7,MOD,405,7,,,,0,2,,,,5,,,Monday
Ch-N,H,44,44,CLO-97-11,,CLO-97-11,CLO,97,11,,,,0,3,,,,5,,,Monday
Ch-N,H,45,45,SW-576-9,,SW-576-9,SW,576,9,,,,0,4,,,,5,,,Monday
Ch-N,H,46,46,SW-573-16,,SW-573-16,SW,573,16,,,,0,0,,,,5,,,Monday
Ch-N,H,47,47,HV-265-9,,HV-265-9,HV,265,9,,,,0,0,,,,5,,,Monday
Ch-N,H,48,48,HV-266-2,,HV-266-2,HV,266,2,,,,0,0,,,,5,,,Monday
Ch-N,H,49,49,MAR-359-9,,MAR-359-9,MAR,359,9,,,,0,2,,,,5,,,Monday
Ch-N,H,50,50,MAR-355-7,,MAR-355-7,MAR,355,7,,,,0,0,,,,5,,,Monday
Ch-N,H,51,51,MAR-356-7,,MAR-356-7,MAR,356,7,,,,0,0,,,,5,,,Monday
Ch-N,H,52,52,KIN-317-4,,KIN-317-4,KIN,317,4,,,,2,4,,,,5,,,Monday
Ch-N,H,53,53,BORDER,69-08,69-08,,69,8,,,,0,1,,,,5,,,Monday
Ch-N,I,53,1,BORDER,66-10,66-10,,66,10,,,,0,3,,,,5,,,Monday
Ch-N,I,52,2,COE-258-12,,COE-258-12,COE,258,12,,,,0,0,,,,5,,,Monday
Ch-N,I,51,3,COE-257-11,,COE-257-11,COE,257,11,,,,0,0,,,,5,,,Monday
Ch-N,I,50,4,COE-259-5,,COE-259-5,COE,259,5,,,,0,0,,,,5,,,Monday
Ch-N,I,49,5,COE-254-6,,COE-254-6,COE,254,6,,,,0,0,,,,5,,,Monday
Ch-N,I,48,6,HV-267-6,,HV-267-6,HV,267,6,,,,0,0,,,,5,,,Monday
Ch-N,I,47,7,HV-262-4,,HV-262-4,HV,262,4,,,,0,0,,,,5,,,Monday
Ch-N,I,46,8,SW-574-8,,SW-574-8,SW,574,8,,,,0,2,,,,5,,,Monday
Ch-N,I,45,9,SW-572-6,,SW-572-6,SW,572,6,,,,0,1,,,,5,,,Monday
Ch-N,I,44,10,SW-571-5,,SW-571-5,SW,571,5,,,,0,0,,,,5,,,Monday
Ch-N,I,43,11,MOD-407-1,,MOD-407-1,MOD,407,1,,,,0,3,,,,5,,,Monday
Ch-N,I,42,12,MOD-400-4,,MOD-400-4,MOD,400,4,,,,0,3,,,,5,,,Monday
