"PointID" "long" "lat" "elev" "mat" "map" "gsp" "mtcm" "mmin" "mtwm" "mmax" "sday" "fday" "ffp" "dd5" "gsdd5" "d100" "dd0" "mmindd0" "smrpb" "smrsprpb" "sprp" "smrp" "winp"
"500-12" -121.1484 36.4925 322 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"502-9" -121.1453 36.4946 327 15.3 333 45 8.2 0.9 23.1 33.8 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"264-16" -121.1468 36.4929 323 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"466-4" -118.901 34.1432 307 16.1 490 49 11.9 5.7 21.7 29 15 362 362 4074 3956 14 0 16 0.36 0.11 35 4 349
"122-4" -119.7322 37.1493 369 16.1 508 78 7 1.5 26.5 35.9 80 323 244 4121 3632 35 2 133 0.2 0.05 61 3 318
"123-4" -118.6505 35.0014 1521 11.7 391 66 4.6 -0.1 21.6 28.3 120 310 201 2683 2297 64 35 306 0.43 0.19 43 8 247
"243-8" -118.651 35.0017 1519 11.7 389 66 4.6 -0.1 21.6 28.3 120 310 201 2684 2297 63 34 306 0.43 0.19 43 8 245
"242-13" -121.5537 36.3814 607 13.6 666 81 8.6 2.3 20.2 28.6 88 326 243 3213 2662 25 0 136 0.21 0.08 64 5 447
"241-1" -121.5529 36.3811 629 13.6 672 81 8.5 2.3 20.2 28.6 89 326 243 3198 2649 26 0 138 0.21 0.08 64 5 451
"105-16" -121.5529 36.3854 519 13.8 629 76 8.8 2.3 20.1 28.5 83 327 248 3270 2717 24 0 127 0.21 0.08 60 5 422
"108-12" -120.95 36.4027 535 15.1 362 50 7.5 0.5 24.2 35 96 314 217 3745 3103 33 0 215 0.39 0.09 34 3 234
"106-5" -120.9488 36.3967 540 15.1 365 50 7.5 0.5 24.2 35 98 313 213 3739 3075 33 0 218 0.39 0.09 34 3 236
"376-4" -120.95 36.4021 539 15.1 364 50 7.5 0.5 24.2 35 96 314 216 3745 3103 33 0 216 0.39 0.09 34 3 236
"383-9" -121.8987 39.187 1 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4252 3946 33 1 90 0.32 0.09 34 3 300
"136-1" -121.93 39.1872 11 16.5 430 50 7.4 2.1 25.7 35.5 57 329 266 4241 3884 33 1 93 0.32 0.09 32 3 292
"134-7" -118.708 35.0067 585 16.7 288 55 7.8 1.2 26.8 35.6 73 325 250 4317 3818 31 0 136 0.34 0.13 39 5 167
"538-7" -118.7071 35.0064 588 16.7 289 55 7.8 1.2 26.8 35.6 73 325 250 4311 3813 31 0 137 0.34 0.13 39 5 168
"542-2" -120.1881 34.5521 195 15.1 460 55 11.4 4.4 19.4 27.1 45 347 303 3688 3280 16 0 39 0.25 0.05 43 2 307
"539-16" -120.1846 34.5536 207 15.1 461 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 308
"165-13" -120.1832 34.5532 207 15.1 462 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 309
"167-10" -118.5937 34.9755 1645 11.2 441 73 4.3 -0.3 21 27.5 121 308 201 2545 2188 69 43 336 0.43 0.19 48 9 281
"172-9" -118.5934 34.9753 1643 11.2 441 73 4.3 -0.3 21 27.6 121 308 201 2548 2191 69 43 336 0.43 0.19 48 9 281
"173-9" -120.5571 35.5337 342 14.9 490 57 8.5 1.3 21.9 32.3 84 320 233 3642 3009 25 0 150 0.3 0.07 43 3 333
"426-5" -120.5243 35.5347 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"591-10" -121.653 37.3383 1041 13.2 638 85 6.9 2.8 22.1 28 97 326 237 3097 2695 38 4 116 0.21 0.06 66 4 415
"488-4" -118.8569 36.0452 239 18 355 62 8.3 2.4 28.2 37.4 50 332 279 4770 4412 27 0 82 0.29 0.07 45 3 215
"487-4" -120.7506 36.1389 446 15.1 344 45 7.5 0.2 23.9 35.3 102 312 210 3744 3027 33 0 233 0.41 0.1 31 3 228
"486-10" -120.7533 36.1431 442 15.1 341 45 7.5 0.2 23.9 35.3 98 312 210 3753 3066 33 1 231 0.41 0.1 31 3 226
"350-1" -120.7534 36.1435 440 15.1 340 45 7.5 0.2 23.9 35.3 98 312 209 3759 3071 33 1 230 0.41 0.1 31 3 225
"347-8" -118.7154 34.0981 160 16.7 423 42 12.9 6.5 21.8 28.7 1 364 364 4281 4273 13 0 5 0.4 0.14 29 4 301
"42-14" -118.7156 34.098 167 16.7 427 43 12.9 6.5 21.8 28.8 2 364 364 4279 4263 13 0 5 0.39 0.13 30 4 303
"36-3" -121.7313 37.351 517 14.4 628 73 7.8 2.9 22 29.6 65 333 267 3500 3131 31 0 82 0.26 0.09 55 5 425
"35-14" -121.7258 37.3537 511 14.4 620 72 7.8 2.9 22 29.7 66 333 267 3500 3126 31 0 82 0.24 0.07 55 4 420
"152-10" -121.7267 37.3579 467 14.5 596 70 7.9 2.9 22 29.7 63 333 271 3529 3165 30 0 81 0.25 0.08 53 4 404
"150-3" -122.2959 40.3664 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"153-6" -122.2912 40.3675 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"64-10" -122.2998 40.3628 133 16.8 725 123 7.5 2.4 27.3 36.4 51 333 282 4363 4065 32 1 85 0.4 0.19 75 14 459
"63-15" -119.4757 36.746 129 17.1 357 55 7.5 2.4 27.1 36.5 48 333 282 4459 4177 32 1 84 0.22 0.05 43 2 224
"66-6" -119.4591 36.7252 122 17.1 349 53 7.5 2.4 27.1 36.5 48 333 282 4465 4182 32 1 84 0.23 0.05 41 2 219
"188-1" -119.473 36.7472 125 17.1 356 55 7.5 2.4 27.1 36.5 48 333 282 4462 4179 32 1 84 0.22 0.05 43 2 223
"501-6" -120.848 37.6456 35 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4211 3861 35 3 98 0.31 0.08 37 3 208
"503-8" -121.1457 36.494 325 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"504-13" -121.1479 36.4921 321 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"266-13" -121.1475 36.4918 321 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"465-4" -118.9041 34.1526 311 16.1 491 49 11.9 5.6 21.8 29.1 16 361 362 4077 3946 14 0 17 0.36 0.11 35 4 350
"126-9" -119.7321 37.1489 368 16.1 508 78 7 1.5 26.5 35.9 80 323 244 4121 3632 35 2 133 0.2 0.05 61 3 318
"124-13" -118.6522 35.0016 1505 11.8 384 65 4.7 0 21.7 28.4 121 310 201 2705 2309 62 33 300 0.44 0.19 42 8 242
"240-9" -118.6519 35.0016 1513 11.7 388 66 4.6 -0.1 21.6 28.4 120 310 201 2687 2297 63 33 305 0.43 0.19 43 8 244
"244-6" -121.5499 36.3875 537 13.8 633 76 8.7 2.3 20.2 28.6 83 326 246 3267 2713 25 0 130 0.21 0.08 60 5 425
"238-10" -121.5545 36.3845 515 13.8 629 76 8.8 2.4 20.1 28.5 82 327 249 3276 2723 24 0 126 0.21 0.08 60 5 422
"107-13" -121.5497 36.3878 542 13.8 634 76 8.7 2.3 20.2 28.6 83 326 246 3257 2710 25 0 130 0.21 0.08 60 5 426
"110-9" -120.95 36.4033 537 15.1 363 50 7.5 0.5 24.2 35 96 314 217 3745 3103 33 0 215 0.39 0.09 34 3 235
"380-8" -120.9465 36.3986 539 15.1 364 50 7.5 0.5 24.2 35 97 313 213 3745 3089 33 0 217 0.39 0.09 34 3 236
"378-8" -121.903 39.1872 7 16.5 444 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 300
"132-3" -121.8995 39.1872 9 16.5 448 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 303
"544-1" -118.7071 35.0075 590 16.7 287 54 7.8 1.2 26.8 35.6 75 325 249 4308 3799 31 0 137 0.35 0.13 38 5 167
"537-9" -120.19 34.5538 195 15.1 458 55 11.4 4.4 19.4 27.1 45 347 303 3682 3274 16 0 39 0.25 0.05 43 2 305
"171-3" -120.1906 34.5523 186 15.1 455 54 11.4 4.4 19.4 27 44 349 307 3688 3298 16 0 38 0.26 0.05 42 2 304
"170-14" -118.5924 34.9747 1631 11.3 435 71 4.3 -0.3 21.1 27.6 121 308 200 2567 2204 69 42 331 0.45 0.2 46 9 278
"169-1" -118.5925 34.9751 1637 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2556 2197 69 43 334 0.44 0.19 47 9 278
"177-10" -118.5928 34.975 1636 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2562 2200 69 42 334 0.44 0.19 47 9 278
"175-10" -120.5195 35.5308 334 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"427-1" -120.523 35.5337 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"587-2" -121.6533 37.3375 1033 13.2 639 85 6.9 2.8 22.1 28.1 97 326 237 3099 2695 38 4 116 0.21 0.06 66 4 416
"585-14" -118.8367 36.0948 235 18 371 65 8.3 2.3 28.2 37.4 50 332 279 4770 4409 27 0 84 0.27 0.06 47 3 224
"485-15" -118.8683 36.0993 217 17.9 362 63 8.2 2.3 28.1 37.3 49 332 279 4749 4400 27 0 83 0.29 0.07 46 3 219
"490-7" -120.7537 36.1439 442 15.1 341 45 7.5 0.2 23.9 35.3 98 312 210 3753 3066 33 1 231 0.41 0.1 31 3 226
"344-16" -120.7576 36.1475 439 15.1 338 45 7.5 0.2 23.9 35.3 98 312 210 3759 3071 33 1 230 0.41 0.1 31 3 224
"345-5" -118.7164 34.0945 166 16.7 427 43 12.9 6.5 21.8 28.7 2 364 364 4278 4262 13 0 5 0.39 0.13 30 4 303
"349-10" -118.717 34.0954 154 16.7 421 42 12.9 6.6 21.7 28.6 1 364 364 4278 4270 13 0 4 0.4 0.14 29 4 299
"41-11" -118.7172 34.096 164 16.7 424 42 12.9 6.5 21.8 28.7 2 364 364 4278 4262 13 0 5 0.4 0.14 29 4 302
"40-6" -121.7314 37.3505 521 14.4 633 73 7.8 2.9 22 29.6 65 333 267 3500 3131 31 0 82 0.26 0.09 55 5 429
"39-15" -121.7275 37.3578 476 14.5 601 70 7.9 2.9 22 29.7 66 333 267 3529 3148 30 0 81 0.25 0.08 53 4 407
"155-10" -121.7264 37.3566 493 14.5 610 71 7.8 2.9 22 29.7 66 333 267 3515 3137 31 0 81 0.25 0.07 54 4 413
"149-5" -122.3075 40.3602 132 16.8 720 122 7.5 2.4 27.3 36.4 51 333 282 4360 4062 32 1 85 0.4 0.19 74 14 456
"70-12" -122.2886 40.3676 134 16.8 731 126 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.4 0.18 76 14 461
"68-10" -119.4601 36.7566 130 17.1 364 56 7.5 2.4 27.1 36.5 48 333 282 4465 4182 32 1 84 0.22 0.05 44 2 228
"187-3" -119.4712 36.7492 127 17.1 357 55 7.5 2.4 27.1 36.5 48 333 282 4462 4179 32 1 84 0.22 0.05 43 2 224
"186-6" -120.8478 37.6451 37 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4208 3858 35 3 98 0.31 0.08 37 3 208
"507-14" -120.8478 37.6457 35 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4211 3861 35 3 98 0.31 0.08 37 3 208
"506-5" -121.1503 36.4901 311 15.3 330 44 8.2 1 23 33.5 84 321 235 3794 3182 28 0 172 0.33 0.09 32 3 212
"265-14" -121.1474 36.4927 322 15.3 333 45 8.2 0.9 23.1 33.7 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"263-2" -118.9037 34.1525 311 16.1 491 49 11.9 5.6 21.8 29.1 16 361 361 4077 3946 14 0 17 0.36 0.11 35 4 350
"190-7" -118.9005 34.1432 307 16.1 490 49 11.9 5.7 21.7 29 15 362 362 4074 3956 14 0 16 0.36 0.11 35 4 349
"196-13" -119.1613 36.7454 523 16.2 688 112 7.3 2.1 26.4 34.8 67 327 253 4144 3742 34 1 103 0.23 0.04 85 3 432
"313-9" -119.1393 36.7415 556 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"463-6" -119.169 36.3364 118 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4379 4035 32 1 97 0.26 0.05 40 2 201
"118-7" -119.2315 34.4544 245 16.2 458 49 10.8 4.4 22.4 29.6 36 349 309 4103 3798 17 0 33 0.36 0.06 35 2 321
"119-7" -118.6659 35.0054 1241 13 312 56 5.5 0.2 23 30.5 114 313 205 3074 2600 50 16 254 0.47 0.22 36 8 190
"348-7" -118.6654 35.0055 1242 13 312 56 5.5 0.2 23 30.4 114 313 205 3071 2597 50 16 254 0.47 0.22 36 8 190
"345-7" -118.7138 34.0979 169 16.7 428 43 12.9 6.5 21.8 28.8 2 364 364 4282 4266 13 0 6 0.39 0.13 30 4 304
"544-5" -118.717 34.0954 154 16.7 421 42 12.9 6.6 21.7 28.6 1 364 364 4278 4270 13 0 4 0.4 0.14 29 4 299
"539-12" -120.19 34.5538 195 15.1 458 55 11.4 4.4 19.4 27.1 45 347 303 3682 3274 16 0 39 0.25 0.05 43 2 305
"270-11" -120.1832 34.5532 207 15.1 462 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 309
"271-10" -121.4077 36.7765 193 14.9 370 48 8.9 2.6 20.8 28.7 58 331 270 3654 3215 24 0 86 0.33 0.12 34 4 244
"508-5" -121.4046 36.7773 199 14.9 372 48 8.9 2.6 20.8 28.8 59 331 266 3654 3213 24 0 88 0.33 0.12 34 4 245
"512-12" -122.6018 40.2899 220 15.9 757 113 6.9 1.6 26.2 36 75 324 249 4075 3629 35 3 122 0.4 0.19 69 13 493
"52-2" -122.7839 40.319 459 14.3 913 126 5.6 0 24.4 35 107 311 213 3522 2956 44 12 238 0.4 0.18 78 14 604
"50-2" -120.1788 35.3847 484 15.1 348 49 8 0.8 23.2 33.3 82 318 234 3734 3154 30 0 176 0.36 0.09 35 3 228
"394-7" -120.1747 35.3855 481 15.1 346 49 8 0.8 23.2 33.4 82 318 234 3734 3154 30 0 176 0.36 0.09 35 3 226
"398-13" -122.6043 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"207-11" -122.605 38.7586 335 14.4 978 99 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.25 0.08 74 6 689
"209-10" -121.2343 35.9792 299 14.5 483 50 8.8 1.6 21.1 31.6 90 314 218 3501 2788 24 0 166 0.32 0.08 37 3 339
"174-14" -121.2344 35.9803 301 14.5 483 50 8.8 1.5 21.2 31.6 91 314 218 3507 2788 24 0 168 0.32 0.08 37 3 339
"172-9" -120.524 35.5349 335 15 471 56 8.5 1.3 22.1 32.6 85 319 231 3691 3045 26 0 149 0.3 0.07 42 3 320
"616-7" -120.5571 35.5337 342 14.9 490 57 8.5 1.3 21.9 32.3 84 320 233 3642 3009 25 0 150 0.3 0.07 43 3 333
"619-7" -123.2632 38.6168 289 12.5 1441 156 8.2 2.9 17.5 26.5 86 326 242 2781 2250 28 0 93 0.27 0.1 115 12 1007
"331-1" -123.2608 38.6187 285 12.5 1437 156 8.2 2.9 17.5 26.6 86 327 243 2784 2258 28 0 92 0.27 0.1 115 12 1003
"330-1" -120.9388 35.7876 284 14.6 434 50 9.2 2.5 20.6 30.1 75 324 240 3536 2937 22 0 105 0.32 0.08 37 3 296
"660-10" -120.9391 35.7878 282 14.6 433 50 9.2 2.6 20.6 30.1 75 324 240 3536 2937 22 0 104 0.32 0.08 37 3 295
"664-6" -122.0912 39.9111 55 16.9 551 82 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.37 0.14 51 7 356
"471-7" -122.0855 39.9184 62 16.8 557 84 7.6 2.3 26.7 35.8 47 332 283 4365 4076 32 1 84 0.35 0.13 52 7 359
"202-2" -119.6565 37.3326 699 14.5 742 115 6.2 0 24.7 34.2 107 314 210 3584 3003 41 6 247 0.21 0.05 88 4 470
"204-5" -121.2149 38.6332 50 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"650-5" -121.2145 38.6334 45 16.4 527 73 7.6 3.1 25.1 34.7 35 343 303 4223 4038 32 1 56 0.3 0.1 51 5 338
"653-13" -123.3468 39.4108 418 13 1303 147 6.7 0.7 20.4 30.8 106 296 181 3002 2298 37 3 225 0.28 0.09 109 10 891
"493-7" -123.3417 39.3839 432 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"496-10" -121.1796 39.2038 427 15.1 1099 148 6.8 1.6 24.6 33.6 79 324 245 3782 3343 36 3 127 0.25 0.07 108 8 714
"149-6" -121.1905 39.2042 419 15.2 1093 148 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.25 0.07 108 8 710
"155-8" -122.2886 40.3676 134 16.8 731 126 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.4 0.18 76 14 461
"437-8" -122.3075 40.3602 132 16.8 720 122 7.5 2.4 27.3 36.4 51 333 282 4360 4062 32 1 85 0.4 0.19 74 14 456
"287-5" -122.2641 38.3348 25 15.5 620 61 8.2 3 22.3 31.4 50 336 288 3881 3556 28 0 66 0.27 0.09 45 4 433
"285-3" -120.67 35.8101 286 15.2 364 46 8.1 0.9 23 34.3 86 316 229 3781 3130 28 0 170 0.35 0.09 33 3 246
"455-6" -120.6863 35.7842 227 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3790 3132 26 0 149 0.38 0.1 31 3 239
"453-6" -121.3643 38.0566 -6 16.3 371 49 7.5 2.8 24.5 34.4 40 340 297 4166 3949 32 1 66 0.29 0.11 36 4 243
"597-14" -121.3648 38.0563 -6 16.3 371 49 7.5 2.8 24.5 34.4 40 340 297 4166 3949 32 1 66 0.29 0.11 36 4 243
"595-7" -122.5521 38.4201 149 14.8 859 84 8.1 2.7 21.3 31 59 331 268 3606 3222 29 0 83 0.25 0.08 62 5 603
"377-11" -122.5563 38.4232 156 14.7 870 86 8.1 2.7 21.3 31 59 331 268 3597 3216 29 0 83 0.26 0.1 63 6 610
"381-1" -121.8993 39.1872 3 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4247 3942 33 1 90 0.32 0.09 34 3 300
"430-11" -121.9085 39.1873 14 16.5 444 53 7.4 2.1 25.7 35.5 55 329 266 4241 3895 33 1 92 0.32 0.09 34 3 300
"191-10" -121.669 37.3264 688 14.1 656 78 7.5 2.8 22.3 29.5 76 330 262 3405 3005 33 0 94 0.22 0.07 60 4 442
"195-13" -119.1585 36.7455 530 16.1 692 113 7.3 2.1 26.4 34.7 67 326 253 4142 3736 34 1 103 0.23 0.03 86 3 435
"314-3" -119.1427 36.7423 558 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"461-8" -119.1697 36.3378 121 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"117-5" -119.2447 34.4419 231 16.2 460 49 10.9 4.5 22.3 29.3 31 350 318 4097 3827 17 0 30 0.36 0.06 35 2 322
"113-10" -118.6661 35.0056 1236 13 310 56 5.5 0.2 23 30.5 115 313 205 3083 2601 50 15 254 0.47 0.22 36 8 189
"344-6" -118.6675 35.0053 1219 13.1 307 54 5.6 0.2 23.1 30.6 114 314 207 3114 2631 49 14 251 0.46 0.23 35 8 188
"349-6" -118.7164 34.0945 166 16.7 427 43 12.9 6.5 21.8 28.7 2 364 364 4278 4262 13 0 5 0.39 0.13 30 4 303
"543-6" -118.7172 34.096 164 16.7 424 42 12.9 6.5 21.8 28.7 2 364 364 4278 4262 13 0 5 0.4 0.14 29 4 302
"541-7" -120.1901 34.5531 208 15 464 55 11.3 4.3 19.4 27.2 46 347 300 3673 3261 16 0 40 0.25 0.05 43 2 310
"275-13" -120.1847 34.5534 207 15.1 461 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 308
"269-10" -121.4064 36.776 223 14.9 385 49 8.8 2.5 20.9 28.9 61 330 264 3645 3191 24 0 91 0.32 0.11 35 4 254
"511-7" -121.4083 36.7756 198 14.9 374 48 8.9 2.6 20.8 28.7 58 331 269 3648 3212 24 0 87 0.33 0.12 34 4 247
"513-6" -122.7826 40.318 454 14.3 912 126 5.6 0.1 24.5 35.1 107 311 211 3531 2965 44 12 235 0.4 0.18 78 14 604
"54-2" -122.7849 40.3192 460 14.3 914 126 5.6 0 24.4 35 107 311 213 3519 2955 44 12 239 0.4 0.18 78 14 605
"51-5" -120.1674 35.3861 469 15.2 340 49 8 0.9 23.3 33.4 84 318 233 3758 3161 30 0 172 0.36 0.09 35 3 222
"396-3" -120.1755 35.3852 480 15.1 346 49 8 0.8 23.2 33.4 83 318 234 3737 3149 30 0 175 0.36 0.09 35 3 226
"395-2" -122.6038 38.7606 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"210-14" -122.6047 38.7606 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"206-12" -121.2328 35.9804 300 14.5 482 50 8.8 1.5 21.2 31.6 90 314 218 3507 2794 24 0 167 0.32 0.08 37 3 338
"177-2" -121.2337 35.9796 293 14.5 480 50 8.8 1.6 21.1 31.5 79 314 218 3498 2851 24 0 164 0.32 0.08 37 3 337
"173-4" -120.5195 35.5308 334 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"617-6" -120.5243 35.5347 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"620-3" -123.2614 38.6178 279 12.5 1429 155 8.2 2.9 17.5 26.5 85 327 243 2787 2266 28 0 91 0.27 0.11 114 12 997
"329-1" -123.2606 38.6184 289 12.5 1440 156 8.2 2.9 17.5 26.5 86 326 242 2784 2253 28 0 93 0.27 0.1 115 12 1006
"328-3" -120.9389 35.7878 279 14.6 432 50 9.2 2.6 20.6 30 74 324 241 3536 2943 22 0 103 0.32 0.08 37 3 294
"659-11" -120.939 35.7875 283 14.6 433 50 9.2 2.6 20.6 30.1 75 324 240 3536 2937 22 0 104 0.32 0.08 37 3 295
"661-5" -122.091 39.9108 55 16.9 552 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 356
"472-4" -122.0899 39.9108 57 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"205-6" -119.6573 37.3384 712 14.5 753 117 6.2 -0.1 24.6 34.2 109 313 207 3559 2963 41 6 254 0.21 0.04 90 4 477
"199-5" -121.2144 38.6329 62 16.4 536 75 7.6 3.1 25 34.7 37 343 303 4206 4010 32 1 58 0.29 0.09 53 5 342
"654-5" -121.2347 38.6354 31 16.5 520 72 7.6 3.1 25.1 34.8 35 343 303 4232 4048 32 1 56 0.31 0.1 50 5 333
"655-2" -123.3407 39.3862 431 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"495-4" -123.3429 39.3829 431 12.9 1295 147 6.7 0.7 20.3 30.6 106 296 181 2986 2286 37 3 225 0.28 0.09 109 10 885
"494-6" -121.1905 39.2043 420 15.2 1093 148 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.25 0.07 108 8 710
"151-13" -121.1902 39.2034 422 15.2 1095 148 6.8 1.6 24.7 33.7 77 324 246 3788 3358 36 3 126 0.25 0.07 108 8 711
"152-10" -122.2928 40.3676 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"433-7" -122.2959 40.3664 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"288-12" -122.2719 38.2406 22 15.3 607 60 8.4 3.3 21.6 30 40 342 303 3815 3560 27 0 54 0.22 0.07 45 3 422
"289-11" -120.6681 35.8114 284 15.2 363 46 8.1 0.9 23 34.3 86 316 229 3787 3133 28 0 170 0.35 0.09 33 3 245
"456-7" -120.6932 35.7784 201 15.3 347 43 8.5 1.3 22.5 33.4 84 320 233 3801 3145 25 0 142 0.34 0.1 31 3 234
"458-4" -121.3633 38.0562 -4 16.3 372 49 7.5 2.8 24.6 34.4 40 337 292 4166 3940 32 1 67 0.29 0.11 36 4 243
"593-1" -121.3635 38.0558 -3 16.3 372 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 243
"598-8" -122.5536 38.433 169 14.7 877 86 8 2.6 21.4 31.1 61 331 267 3598 3211 30 0 88 0.26 0.1 63 6 616
"376-4" -122.5515 38.4189 146 14.8 857 84 8.1 2.7 21.3 30.9 58 331 268 3606 3227 29 0 82 0.25 0.08 62 5 602
"378-8" -121.8987 39.187 1 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4252 3946 33 1 90 0.32 0.09 34 3 300
"432-11" -121.8995 39.1872 9 16.5 448 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 303
"197-7" -121.6701 37.3261 665 14.2 652 77 7.5 2.8 22.3 29.6 75 331 266 3423 3031 33 0 92 0.22 0.07 59 4 440
"194-8" -119.139 36.7415 556 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"311-8" -119.1431 36.7424 560 16.1 708 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 447
"464-3" -119.1704 36.3376 119 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"114-10" -119.2227 34.444 241 16.2 462 49 10.9 4.5 22.4 29.5 32 349 317 4109 3827 17 0 31 0.36 0.06 35 2 324
"116-10" -118.6672 35.0058 1226 13.1 309 55 5.6 0.2 23.1 30.6 114 314 207 3102 2621 49 14 251 0.49 0.23 35 8 189
"351-6" -118.6665 35.0053 1232 13 310 56 5.5 0.2 23.1 30.5 114 313 205 3089 2610 50 15 252 0.47 0.22 36 8 189
"346-2" -118.7161 34.098 157 16.7 423 42 12.9 6.5 21.7 28.6 1 364 364 4281 4273 13 0 5 0.4 0.14 29 4 301
"542-9" -118.7165 34.0977 165 16.7 427 43 12.9 6.5 21.8 28.8 2 364 364 4281 4266 13 0 5 0.39 0.13 30 4 303
"540-10" -120.1846 34.5536 207 15.1 461 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 308
"273-1" -120.1784 34.5583 232 15.1 472 56 11.2 4.2 19.6 27.6 47 345 298 3683 3257 16 0 45 0.24 0.05 44 2 315
"272-11" -121.4014 36.7787 194 14.9 370 48 8.9 2.6 20.8 28.8 58 331 269 3657 3221 24 0 87 0.33 0.12 34 4 244
