"PointID" "long" "lat" "elev" "mat" "map" "gsp" "mtcm" "mmin" "mtwm" "mmax" "sday" "fday" "ffp" "dd5" "gsdd5" "d100" "dd0" "mmindd0" "smrpb" "smrsprpb" "sprp" "smrp" "winp"
"205-8" -121.2149 38.6332 50 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"482-9" -121.2144 38.6329 62 16.4 536 75 7.6 3.1 25 34.7 37 343 303 4206 4010 32 1 58 0.29 0.09 53 5 342
"478-5" -121.9942 40.3125 317 16.1 818 148 7.2 1.9 26.4 35.3 65 326 259 4135 3753 34 2 110 0.37 0.15 93 14 503
"363-9" -122.0705 40.3139 193 16.6 726 132 7.5 2.2 27 35.9 58 330 268 4310 3963 33 1 91 0.39 0.17 81 14 450
"367-8" -122.4212 38.8699 637 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"309-12" -122.4242 38.8703 639 13.5 950 102 6.1 0.4 22.6 32.7 103 309 204 3229 2707 43 8 237 0.28 0.1 73 7 660
"306-5" -122.2395 37.4054 121 13.8 601 71 9.4 4.5 18 24.3 33 351 327 3247 3026 21 0 32 0.22 0.09 54 5 397
"513-16" -122.2436 37.4032 123 13.8 606 72 9.4 4.6 18 24.2 32 352 333 3238 3028 21 0 31 0.22 0.09 55 5 400
"509-11" -122.7849 40.3192 460 14.3 914 126 5.6 0 24.4 35 107 311 213 3519 2955 44 12 239 0.4 0.18 78 14 605
"419-9" -122.6113 40.2898 224 15.9 762 113 6.9 1.6 26.2 36 76 323 249 4060 3607 35 3 125 0.4 0.19 69 13 497
"416-8" -120.5047 38.2725 718 14 1017 154 5.9 0.5 23.5 33.2 108 316 214 3379 2836 42 8 227 0.25 0.09 115 10 642
"457-16" -120.507 38.2773 746 13.9 1034 156 5.8 0.5 23.4 33.1 110 316 214 3357 2808 42 9 228 0.25 0.09 117 10 654
"453-3" -121.3631 38.0571 -3 16.3 373 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 244
"335-5" -121.3648 38.0563 -6 16.3 371 49 7.5 2.8 24.5 34.4 40 340 297 4166 3949 32 1 66 0.29 0.11 36 4 243
"338-3" -119.3679 36.9717 582 15.9 666 105 7.1 1.7 26.3 34.6 80 325 246 4048 3586 35 1 123 0.21 0.04 81 3 420
"598-15" -119.3679 36.9737 581 15.9 666 105 7.1 1.7 26.3 34.6 80 325 246 4048 3586 35 1 123 0.21 0.04 81 3 420
"596-9" -122.5515 38.4189 146 14.8 857 84 8.1 2.7 21.3 30.9 58 331 268 3606 3227 29 0 82 0.25 0.08 62 5 602
"451-6" -122.5563 38.4233 155 14.7 869 86 8.1 2.7 21.3 31 59 331 268 3597 3216 29 0 83 0.26 0.1 63 6 609
"450-6" -122.5909 38.0872 48 14.1 837 82 9.1 4.3 18.5 27.2 32 348 315 3375 3157 22 0 33 0.24 0.08 60 5 585
"621-6" -122.5903 38.0861 43 14.2 831 82 9.1 4.3 18.5 27.2 32 348 315 3377 3160 22 0 32 0.24 0.08 60 5 581
"619-4" -123.2542 38.6203 328 12.4 1484 161 8 2.8 17.6 26.6 86 327 241 2758 2252 29 0 99 0.27 0.1 119 12 1038
"284-12" -123.2608 38.6187 285 12.5 1437 156 8.2 2.9 17.5 26.6 86 327 243 2784 2258 28 0 92 0.27 0.1 115 12 1003
"287-1" -120.6886 35.7827 225 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3787 3129 26 0 149 0.38 0.1 31 3 239
"668-14" -120.67 35.8101 286 15.2 364 46 8.1 0.9 23 34.3 86 316 229 3781 3130 28 0 170 0.35 0.09 33 3 246
"671-7" -120.7781 35.5515 283 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"15-3" -120.7866 35.549 281 14.5 524 59 9.3 2.6 20.1 29.1 69 331 262 3494 2967 21 0 97 0.28 0.07 45 3 358
"10-4" -120.5638 38.0854 477 14.7 777 117 6.5 0.8 24.4 34.5 80 320 237 3640 3214 38 5 188 0.26 0.09 88 8 487
"178-11" -120.622 38.0532 452 14.8 731 109 6.6 1 24.4 34.6 78 320 235 3677 3249 38 4 175 0.25 0.09 82 7 458
"185-9" -120.8115 38.714 543 14.4 909 136 6.5 0.9 23.8 33.4 79 320 237 3540 3130 39 5 178 0.3 0.1 98 10 577
"654-4" -120.8124 38.7088 503 14.6 882 133 6.6 1 24 33.6 84 321 236 3604 3158 38 4 167 0.29 0.1 96 10 557
"653-12" -123.3407 39.3862 431 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"139-3" -123.3417 39.3839 432 12.9 1295 147 6.7 0.7 20.3 30.7 106 296 181 2989 2289 37 3 225 0.28 0.09 109 10 885
"138-15" -118.6924 35.005 917 14.8 290 52 6.6 0.4 24.9 33.4 90 316 219 3662 3171 38 4 207 0.44 0.21 34 7 174
"250-3" -118.6929 35.0051 906 14.9 289 52 6.7 0.4 25 33.5 90 316 219 3686 3190 38 3 207 0.44 0.21 34 7 173
"253-13" -122.8256 38.6199 62 14.9 974 94 8.2 2.5 21.4 31.6 60 332 266 3661 3268 28 0 91 0.27 0.09 70 6 685
"254-2" -122.8365 38.613 53 14.9 977 94 8.2 2.6 21.3 31.5 58 332 269 3645 3260 28 0 87 0.27 0.09 70 6 686
"259-15" -121.4756 37.0725 254 15 429 52 8.3 2.6 21.8 29.7 58 334 276 3684 3318 27 0 86 0.3 0.08 38 3 291
"215-7" -121.4682 37.0807 264 15 430 52 8.3 2.6 21.9 29.8 59 334 276 3691 3319 27 0 86 0.3 0.08 38 3 292
"221-2" -118.8939 34.8747 972 14.3 326 53 6.6 0.7 24.1 32.5 99 319 227 3487 2981 39 4 200 0.39 0.14 36 5 202
"33-10" -118.8938 34.8741 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"31-3" -121.0121 38.0508 44 16.3 414 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 258
"443-11" -121.0145 38.0598 50 16.3 420 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 262
"441-4" -121.6057 38.8815 8 16.4 528 63 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.29 0.09 44 4 354
"200-9" -121.5815 38.8806 7 16.4 534 65 7.5 2.7 25.2 35.1 41 337 294 4225 3994 32 1 69 0.27 0.09 46 4 356
"204-2" -121.2363 38.6341 35 16.4 523 72 7.6 3.1 25.1 34.7 35 343 303 4226 4042 32 1 56 0.31 0.1 50 5 336
"480-6" -121.2145 38.6334 45 16.4 527 73 7.6 3.1 25.1 34.7 35 343 303 4223 4038 32 1 56 0.3 0.1 51 5 338
"479-1" -122.0687 40.3147 190 16.7 725 131 7.5 2.2 27 35.9 58 330 268 4313 3966 33 1 91 0.39 0.17 81 14 450
"361-15" -122.0698 40.3144 192 16.6 725 131 7.5 2.2 27 35.9 58 330 268 4310 3963 33 1 91 0.39 0.17 81 14 450
"362-1" -122.4254 38.8735 641 13.5 951 102 6.1 0.4 22.6 32.7 104 309 204 3226 2697 43 8 238 0.28 0.1 73 7 661
"303-3" -122.422 38.8717 645 13.5 954 102 6.1 0.4 22.6 32.7 104 309 204 3226 2697 43 8 238 0.28 0.1 73 7 663
"307-16" -122.2404 37.4043 117 13.8 600 71 9.4 4.6 18 24.3 32 351 332 3247 3032 21 0 31 0.22 0.09 54 5 396
"508-1" -122.2422 37.4061 130 13.8 608 72 9.4 4.5 18 24.2 33 352 327 3235 3019 21 0 32 0.22 0.09 55 5 401
"514-7" -122.6018 40.2899 220 15.9 757 113 6.9 1.6 26.2 36 75 324 249 4075 3629 35 3 122 0.4 0.19 69 13 493
"418-3" -122.7851 40.3193 459 14.3 914 126 5.6 0 24.4 35 107 311 213 3522 2956 44 12 238 0.4 0.18 78 14 605
"422-1" -120.5058 38.275 730 13.9 1026 155 5.9 0.5 23.4 33.2 109 316 214 3367 2817 42 8 228 0.25 0.09 116 10 648
"460-6" -120.5024 38.2666 676 14.1 989 150 5.9 0.5 23.6 33.5 108 315 215 3423 2859 41 8 222 0.25 0.09 112 10 623
"458-7" -121.3626 38.0557 -2 16.3 373 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 244
"342-7" -121.3635 38.0558 -3 16.3 372 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 243
"343-14" -119.2477 36.9687 607 15.9 714 116 7.1 1.8 26.3 34.4 79 325 243 4048 3590 35 1 117 0.22 0.05 88 4 450
"594-7" -119.2473 36.969 605 15.9 713 116 7.1 1.8 26.3 34.4 79 325 243 4057 3598 35 1 117 0.22 0.05 88 4 449
"595-12" -122.5544 38.4237 156 14.7 866 85 8.1 2.7 21.3 31 59 331 268 3600 3219 29 0 83 0.27 0.1 62 6 609
"447-5" -122.5563 38.4232 156 14.7 870 86 8.1 2.7 21.3 31 59 331 268 3597 3216 29 0 83 0.26 0.1 63 6 610
"448-5" -122.5795 38.1075 8 14.3 790 77 9.1 4.3 18.8 27.4 30 348 315 3441 3230 22 0 32 0.24 0.09 57 5 552
"618-3" -122.5798 38.1077 9 14.3 791 77 9.1 4.3 18.8 27.4 30 348 315 3441 3230 22 0 32 0.24 0.09 57 5 553
"616-4" -123.261 38.6187 284 12.5 1434 155 8.2 2.9 17.5 26.5 86 327 243 2784 2258 28 0 92 0.27 0.11 114 12 1001
"286-10" -123.2632 38.6168 289 12.5 1441 156 8.2 2.9 17.5 26.5 86 326 242 2781 2250 28 0 93 0.27 0.1 115 12 1007
"288-15" -120.672 35.8085 289 15.2 366 46 8.1 0.9 23 34.3 86 316 228 3781 3130 28 0 170 0.35 0.09 33 3 248
"669-15" -120.6681 35.8114 284 15.2 363 46 8.1 0.9 23 34.3 86 316 229 3787 3133 28 0 170 0.35 0.09 33 3 245
"667-13" -120.7753 35.5518 272 14.5 517 59 9.3 2.5 20.2 29.3 66 331 265 3509 3004 21 0 99 0.28 0.07 45 3 352
"9-12" -120.7799 35.5523 285 14.5 523 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 357
"12-1" -120.6202 38.0577 454 14.8 737 110 6.6 1 24.4 34.5 78 320 235 3677 3249 38 4 175 0.25 0.08 83 7 462
"184-2" -120.6232 38.051 448 14.9 729 109 6.6 1 24.5 34.6 78 320 235 3685 3256 38 4 175 0.25 0.09 82 7 457
"181-15" -120.8122 38.7087 499 14.6 879 131 6.6 1.1 24 33.6 84 321 235 3607 3161 38 4 165 0.3 0.11 94 10 556
"656-11" -120.8117 38.7142 546 14.4 912 136 6.5 0.9 23.8 33.4 79 320 237 3540 3130 39 5 178 0.3 0.1 98 10 578
"137-6" -123.3423 39.381 425 12.9 1292 147 6.7 0.7 20.3 30.7 106 296 181 2993 2289 37 3 224 0.28 0.09 109 10 882
"142-7" -118.6931 35.005 905 14.9 290 52 6.7 0.4 25 33.5 90 317 220 3686 3195 38 3 205 0.44 0.21 34 7 174
"246-11" -118.6911 35.0048 946 14.6 291 52 6.5 0.4 24.8 33.1 96 315 213 3604 3084 39 5 214 0.44 0.21 34 7 175
"252-3" -122.8276 38.6137 68 14.9 985 96 8.2 2.5 21.4 31.5 61 332 266 3646 3246 28 0 92 0.26 0.08 71 6 692
"258-5" -122.8316 38.6124 54 14.9 974 94 8.2 2.5 21.3 31.5 58 332 269 3651 3266 28 0 88 0.27 0.09 70 6 685
"260-5" -121.4684 37.0812 267 15 433 52 8.2 2.6 21.9 29.8 60 333 272 3688 3307 28 0 87 0.3 0.08 38 3 294
"218-5" -121.4697 37.0824 273 15 434 52 8.2 2.6 21.9 29.8 60 333 272 3685 3307 28 0 87 0.3 0.08 38 3 295
"214-11" -118.8957 34.8738 980 14.3 327 53 6.6 0.7 24.1 32.4 100 320 228 3476 2973 39 4 201 0.39 0.14 36 5 203
"32-3" -118.8929 34.8746 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"30-1" -121.0123 38.0506 48 16.3 415 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 258
"439-5" -121.0141 38.051 56 16.3 418 64 7.2 2.5 25.3 35.2 45 335 288 4170 3924 34 2 79 0.31 0.11 46 5 261
"198-11" -121.5947 38.8867 11 16.4 534 65 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.27 0.09 46 4 356
"201-1" -121.2092 38.654 50 16.4 532 74 7.6 3.1 25.1 34.7 35 343 303 4227 4042 32 1 56 0.3 0.1 52 5 340
"481-14" -121.2156 38.6338 48 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"476-10" -121.9984 40.313 316 16.2 816 148 7.2 1.9 26.4 35.3 65 326 259 4137 3753 34 1 109 0.37 0.15 93 14 502
"360-12" -122.0843 40.3069 184 16.7 713 128 7.5 2.3 27 36 54 332 277 4318 4003 32 1 89 0.41 0.18 78 14 444
"364-7" -122.4249 38.8735 620 13.6 936 100 6.1 0.3 22.7 32.8 105 309 204 3255 2711 43 8 238 0.28 0.1 72 7 651
"305-4" -122.4226 38.8696 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"308-10" -122.2411 37.405 124 13.8 605 72 9.4 4.5 18 24.3 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 399
"510-11" -122.2398 37.404 115 13.8 599 71 9.5 4.6 18 24.3 26 353 338 3240 3069 22 0 30 0.22 0.09 54 5 395
"511-15" -122.6916 40.2999 278 15.5 818 117 6.6 1.2 25.7 35.8 92 321 231 3910 3393 37 4 150 0.39 0.18 72 13 538
"420-7" -122.7826 40.318 454 14.3 912 126 5.6 0.1 24.5 35.1 107 311 211 3531 2965 44 12 235 0.4 0.18 78 14 604
"423-9" -120.5046 38.2715 710 14 1011 153 5.9 0.5 23.5 33.3 109 316 215 3393 2837 41 8 224 0.25 0.09 114 10 638
"455-6" -120.4971 38.2668 694 14 1000 152 5.9 0.5 23.5 33.4 108 314 212 3399 2837 41 8 225 0.26 0.09 113 10 631
"456-2" -121.3643 38.0566 -6 16.3 371 49 7.5 2.8 24.5 34.4 40 340 297 4166 3949 32 1 66 0.29 0.11 36 4 243
"340-10" -121.3633 38.0562 -4 16.3 372 49 7.5 2.8 24.6 34.4 40 337 292 4166 3940 32 1 67 0.29 0.11 36 4 243
"339-9" -119.247 36.9693 597 15.9 711 116 7.1 1.8 26.3 34.4 77 325 243 4069 3617 35 1 115 0.22 0.05 88 4 447
"599-7" -119.3678 36.9743 581 15.9 666 105 7.1 1.7 26.3 34.6 80 325 246 4048 3586 35 1 123 0.21 0.04 81 3 420
"449-4" -122.5514 38.4189 145 14.8 857 84 8.1 2.7 21.3 31 57 332 274 3608 3242 29 0 82 0.25 0.08 62 5 602
"452-3" -122.5689 38.1127 6 14.4 779 76 9.1 4.3 18.9 27.5 30 348 315 3460 3249 22 0 32 0.25 0.09 56 5 545
"471-6" -122.5927 38.0896 53 14.1 839 83 9.1 4.3 18.6 27.2 32 348 316 3375 3157 22 0 33 0.24 0.08 61 5 586
"472-11" -119.6565 37.3326 699 14.5 742 115 6.2 0 24.7 34.2 107 314 210 3584 3003 41 6 247 0.21 0.05 88 4 470
"282-1" -119.6573 37.3384 712 14.5 753 117 6.2 -0.1 24.6 34.2 109 313 207 3559 2963 41 6 254 0.21 0.04 90 4 477
"289-12" -120.693 35.7783 224 15.2 356 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 149 0.38 0.1 31 3 241
"666-11" -120.6932 35.7784 201 15.3 347 43 8.5 1.3 22.5 33.4 84 320 233 3801 3145 25 0 142 0.34 0.1 31 3 234
"665-2" -120.7788 35.552 284 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"14-1" -120.7917 35.5502 253 14.5 511 58 9.4 2.7 20 28.9 70 331 257 3494 2958 22 0 92 0.29 0.07 44 3 348
"293-13" -120.5964 38.0679 396 15 715 108 6.7 1.1 24.6 34.8 81 320 236 3740 3281 37 4 168 0.26 0.09 81 7 446
"290-6" -120.9788 38.3197 64 16.3 523 80 7.5 2.7 25.1 35.1 42 335 287 4175 3931 32 1 71 0.31 0.11 57 6 327
"291-3" -120.9787 38.3217 67 16.3 524 80 7.5 2.7 25.1 35.1 42 335 287 4175 3931 32 1 71 0.31 0.11 57 6 327
"143-5" -120.9787 38.3216 66 16.3 523 80 7.5 2.7 25.1 35.1 42 335 287 4175 3931 32 1 71 0.31 0.11 57 6 327
"251-7" -118.6909 35.0049 955 14.6 291 52 6.5 0.4 24.7 33 96 315 213 3586 3072 39 5 214 0.44 0.21 34 7 175
"248-7" -122.83 38.6127 50 14.9 969 93 8.2 2.6 21.4 31.5 58 332 269 3661 3275 28 0 87 0.27 0.09 69 6 681
"261-3" -122.8298 38.6142 47 14.9 966 93 8.3 2.6 21.4 31.5 58 333 270 3663 3282 27 0 87 0.27 0.09 69 6 679
"257-1" -121.4696 37.0957 283 15 438 52 8.2 2.5 22 29.9 61 333 272 3683 3301 28 0 90 0.3 0.08 38 3 298
"216-1" -121.4679 37.0803 266 15 431 52 8.2 2.6 21.9 29.8 60 333 272 3688 3307 28 0 87 0.3 0.08 38 3 292
"219-6" -118.8946 34.8745 972 14.3 326 53 6.6 0.7 24.1 32.5 99 319 227 3487 2981 39 4 200 0.39 0.14 36 5 202
"27-13" -118.8943 34.8732 975 14.3 328 53 6.6 0.7 24.1 32.4 100 319 228 3484 2973 39 4 201 0.39 0.14 36 5 204
"29-4" -121.014 38.0542 68 16.2 425 65 7.2 2.5 25.2 35.1 50 334 287 4161 3887 34 2 80 0.3 0.11 47 5 265
"547-1" -121.0141 38.0521 57 16.3 420 64 7.2 2.5 25.2 35.2 45 335 288 4164 3918 34 2 79 0.31 0.11 46 5 262
"551-4" -123.2484 39.7483 438 13 1231 143 5.6 -0.5 21.5 33.2 117 287 167 3060 2282 44 11 324 0.32 0.12 101 12 838
"199-4" -123.2391 39.7586 427 13.1 1212 140 5.6 -0.5 21.6 33.3 114 288 167 3082 2326 44 11 323 0.32 0.12 99 12 827
"203-9" -121.2347 38.6354 31 16.5 520 72 7.6 3.1 25.1 34.8 35 343 303 4232 4048 32 1 56 0.31 0.1 50 5 333
"477-5" -121.2147 38.6333 35 16.5 525 73 7.6 3.1 25.1 34.8 35 343 303 4236 4051 32 1 56 0.3 0.1 51 5 336
"483-7" -122.0843 40.3068 184 16.7 713 128 7.5 2.3 27 36 54 332 277 4318 4003 32 1 89 0.41 0.18 78 14 444
"366-1" -121.9943 40.3126 316 16.2 818 148 7.2 1.9 26.4 35.3 65 326 259 4137 3753 34 1 109 0.37 0.15 93 14 503
"365-10" -122.4233 38.8702 639 13.5 950 102 6.1 0.4 22.6 32.7 104 309 204 3232 2701 43 8 237 0.28 0.1 73 7 660
"304-5" -122.4229 38.87 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"302-14" -122.2412 37.4038 125 13.8 606 72 9.4 4.5 18 24.2 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 400
"512-14" -122.2397 37.4056 115 13.8 599 71 9.4 4.6 18 24.3 26 353 337 3247 3070 21 0 30 0.22 0.09 54 5 395
"417-12" -122.7839 40.319 459 14.3 913 126 5.6 0 24.4 35 107 311 213 3522 2956 44 12 238 0.4 0.18 78 14 604
"421-11" -120.5061 38.2754 734 13.9 1029 156 5.9 0.5 23.4 33.1 109 316 214 3367 2817 42 8 228 0.25 0.09 117 10 650
"459-1" -120.503 38.2667 678 14.1 991 151 5.9 0.5 23.6 33.5 108 315 215 3416 2853 41 8 222 0.25 0.09 113 10 624
"337-10" -121.3624 38.0555 -3 16.3 372 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 243
"463-3" -119.3683 36.9722 588 15.8 669 106 7.1 1.7 26.3 34.6 80 325 246 4036 3574 35 1 123 0.2 0.04 82 3 421
"462-4" -119.2315 34.4544 245 16.2 458 49 10.8 4.4 22.4 29.6 36 349 309 4103 3798 17 0 33 0.36 0.06 35 2 321
"464-9" -119.2453 34.4414 230 16.2 460 49 10.9 4.5 22.3 29.3 31 350 318 4099 3829 17 0 30 0.36 0.06 35 2 322
"469-5" -119.2227 34.444 241 16.2 462 49 10.9 4.5 22.4 29.5 32 349 317 4109 3827 17 0 31 0.36 0.06 35 2 324
"470-10" -119.6904 37.2636 674 14.7 715 110 6.4 0.3 24.9 34.3 102 315 213 3644 3081 40 5 224 0.21 0.05 85 4 452
"283-6" -119.6689 37.2717 744 14.4 761 118 6.2 0 24.5 33.9 109 314 210 3521 2941 41 6 248 0.2 0.04 91 4 482
"285-2" -120.6923 35.7791 222 15.2 355 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 148 0.38 0.1 31 3 240
"672-1" -120.6863 35.7842 227 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3790 3132 26 0 149 0.38 0.1 31 3 239
"670-4" -120.7705 35.5568 297 14.5 524 59 9.2 2.4 20.4 29.6 77 328 255 3503 2915 21 0 106 0.28 0.07 45 3 358
"196-16" -120.7867 35.5492 282 14.5 524 59 9.3 2.6 20.1 29.1 68 332 264 3494 2980 21 0 98 0.28 0.07 45 3 358
"195-10" -119.1393 36.7415 556 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"399-7" -119.1427 36.7423 558 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"397-7" -122.6047 38.7591 334 14.4 975 98 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.26 0.08 73 6 687
"522-9" -122.6033 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"523-9" -122.1382 40.1478 66 17 582 96 7.7 2.5 27.1 36.1 48 334 284 4428 4142 32 1 76 0.39 0.16 58 9 369
"84-14" -122.1216 40.1267 65 17 579 94 7.6 2.5 27.1 36.1 47 334 284 4423 4145 32 1 76 0.38 0.14 57 8 368
"78-7" -121.5721 36.3125 1492 10.6 980 129 5.2 0.7 18 23.8 127 313 201 2240 1795 46 18 244 0.21 0.06 102 6 646
"76-8" -121.5809 36.3452 1045 12.3 836 102 7.3 1.8 19.5 26.6 101 321 232 2768 2287 32 1 166 0.2 0.06 81 5 559
"73-2" -118.7238 34.1645 328 16.6 486 50 11.9 4.9 22.8 31.2 29 349 328 4239 3934 14 0 28 0.39 0.14 35 5 344
"95-3" -118.7259 34.1608 328 16.6 487 50 11.9 5 22.7 31.2 28 350 329 4232 3942 14 0 27 0.39 0.14 35 5 345
"93-7" -122.7135 39.0219 401 14.1 843 87 6.2 -0.4 23.4 34.2 109 300 189 3437 2742 40 6 281 0.28 0.1 63 6 591
"639-6" -122.7113 39.0212 399 14.1 842 87 6.2 -0.4 23.4 34.2 109 300 189 3440 2745 40 6 281 0.28 0.1 63 6 590
"638-5" -119.8088 24.5411 288 15.8 345 47 9.8 9.5 20.2 23.3 3 364 364 3876 3834 7 0 0 0.88 0.23 22 5 230
"535-10" -119.8084 34.5416 285 15.6 531 58 10.5 3.3 21.6 30.1 54 336 285 3884 3402 18 0 65 0.23 0.07 46 3 367
"530-6" -122.3462 40.611 176 16.7 1134 182 7.6 2.6 27.4 36.2 53 334 281 4342 4042 32 1 79 0.37 0.15 117 18 724
"550-15" -122.378 40.5702 146 16.8 1040 168 7.6 2.6 27.5 36.4 51 334 282 4363 4071 32 1 78 0.38 0.17 107 18 664
"548-14" -123.2407 39.7586 428 13.1 1216 141 5.6 -0.5 21.6 33.3 114 288 167 3082 2326 44 11 323 0.32 0.12 100 12 828
"102-9" -123.2485 39.7512 435 13.1 1227 143 5.6 -0.5 21.5 33.2 116 287 167 3066 2294 44 11 323 0.32 0.12 101 12 836
"101-12" -123.0375 38.8595 125 14.9 1031 104 8 2 21.8 32.2 73 325 249 3656 3154 30 0 116 0.28 0.09 77 7 721
"626-15" -123.0373 38.8585 128 14.9 1035 105 8 2 21.8 32.2 74 325 249 3653 3146 30 0 117 0.28 0.09 78 7 723
"623-3" -123.2159 39.0795 215 14.3 1018 111 7.8 1.9 21.5 31.7 89 317 226 3431 2832 30 0 130 0.28 0.09 82 7 704
"356-1" -123.2045 39.1021 174 14.5 976 105 7.9 2 21.9 32.1 79 322 233 3523 2991 30 0 122 0.28 0.09 78 7 677
"353-2" -119.901 37.4585 702 13.9 775 118 5.9 -0.4 23.9 33.9 112 308 198 3382 2791 44 9 291 0.22 0.06 90 5 495
"564-6" -119.8797 37.4611 672 14.1 759 115 5.9 -0.3 24.1 34.1 107 310 206 3443 2878 43 9 276 0.22 0.06 87 5 484
"563-2" -120.5363 35.3474 347 14.6 563 65 9.2 2.2 20.5 29.6 78 327 251 3542 2939 22 0 112 0.27 0.06 50 3 380
"401-13" -120.5343 35.3517 357 14.6 564 65 9.2 2.1 20.6 29.7 79 327 253 3537 2931 22 0 115 0.27 0.06 50 3 381
"403-10" -122.0838 38.5153 60 16 573 57 7.7 2.3 23.9 34.1 59 333 276 4047 3689 32 1 88 0.3 0.1 41 4 401
"411-10" -122.0779 38.5148 57 16 569 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 399
"415-1" -121.6932 37.148 109 14.8 438 54 8.8 3.3 20.4 27.9 45 342 301 3633 3328 24 0 59 0.29 0.1 39 4 293
"516-3" -121.7025 37.1298 159 14.7 477 58 8.8 3.3 20.4 27.8 52 338 289 3589 3232 24 0 61 0.26 0.09 43 4 320
"520-10" -122.0172 39.4552 41 16.5 481 62 7.4 1.9 26 35.5 61 330 265 4251 3881 33 1 98 0.35 0.13 39 5 321
"16-8" -122.0184 39.4614 28 16.6 477 61 7.4 2 26.1 35.6 58 330 267 4272 3920 33 1 96 0.36 0.13 38 5 319
"21-1" -118.6735 35.255 603 16.9 267 51 7.8 1.2 27.4 36.1 72 325 249 4411 3917 31 0 133 0.38 0.14 35 5 154
"229-4" -118.668 35.2554 598 17 266 51 7.8 1.2 27.5 36.2 72 325 248 4426 3929 31 0 131 0.38 0.14 35 5 153
"225-4" -120.9596 37.3515 17 16.4 273 38 7.3 2.3 25.1 34.4 48 332 278 4194 3910 33 2 89 0.36 0.11 27 3 178
"53-6" -120.9617 37.3517 18 16.4 273 38 7.3 2.3 25.1 34.4 48 332 278 4194 3910 33 2 89 0.36 0.11 27 3 178
"48-10" -120.1869 35.3808 491 15 356 50 8 0.8 23.1 33.3 82 318 234 3716 3136 30 0 177 0.35 0.08 36 3 233
"230-8" -120.169 35.3858 473 15.1 341 49 8 0.8 23.3 33.4 84 318 233 3746 3152 30 0 174 0.36 0.09 35 3 222
"236-2" -123.0155 39.4274 814 12.1 1202 146 5.2 -0.9 20.6 31.1 125 291 172 2736 2085 50 18 386 0.28 0.1 105 11 813
"61-12" -122.964 39.4485 557 13.3 995 116 5.8 -0.6 22.2 33.2 115 295 181 3137 2447 44 10 323 0.29 0.11 83 9 679
"55-2" -121.1842 37.6942 11 16.3 297 43 7.1 2.5 25.1 34.6 42 334 287 4188 3960 34 2 80 0.3 0.1 31 3 190
